multi,all_ttime,all_ptime,real_time,ag_nnum,ag_enum,path_num,plan_counter,max_mem
56	5.699999999999943	5.699999999999943	81.54	688	1086	400	1656	19648
59	6.919999999999932	6.919999999999932	89.60	724	1143	421	1743	21104
62	8.5899999999999	8.5899999999999	98.59	760	1200	442	1830	22752
65	10.049999999999873	10.049999999999873	109.16	796	1257	463	1917	24404
68	11.789999999999864	11.789999999999864	116.74	832	1314	484	2004	26196
71	13.439999999999868	13.439999999999868	127.45	868	1371	505	2091	27920
74	15.609999999999854	15.609999999999854	138.63	904	1428	526	2178	29904
77	17.419999999999888	17.419999999999888	150.88	940	1485	547	2265	31732
80	19.84999999999992	19.84999999999992	164.89	976	1542	568	2352	33756
83	22.859999999999896	22.859999999999896	177.23	1012	1599	589	2439	35704
86	25.6699999999998	25.6699999999998	191.26	1048	1656	610	2526	37688
89	28.36999999999978	28.36999999999978	208.43	1084	1713	631	2613	39940
92	31.729999999999883	31.729999999999883	225.62	1120	1770	652	2700	42244
95	35.35999999999993	35.35999999999993	241.45	1156	1827	673	2787	44420
98	39.24999999999993	39.24999999999993	258.59	1192	1884	694	2874	46684
101	42.67000000000007	42.67000000000007	275.88	1228	1941	715	2961	48936
104	46.750000000000355	46.750000000000355	299.01	1264	1998	736	3048	51536
107	51.41000000000022	51.41000000000022	320.04	1300	2055	757	3135	53996
110	55.620000000000246	55.620000000000246	340.05	1336	2112	778	3222	56448
113	60.29000000000016	60.29000000000016	362.31	1372	2169	799	3309	59188
116	65.53999999999984	65.53999999999984	385.11	1408	2226	820	3396	61760
119	71.03999999999954	71.03999999999954	411.43	1444	2283	841	3483	64504
122	76.62999999999997	76.62999999999997	435.92	1480	2340	862	3570	67228
125	82.46000000000033	82.46000000000033	462.03	1516	2397	883	3657	70096
128	88.67000000000077	88.67000000000077	494.48	1552	2454	904	3744	72988
131	94.97000000000011	94.97000000000011	521.93	1588	2511	925	3831	75860
134	102.11999999999915	102.11999999999915	554.78	1624	2568	946	3918	78932
137	108.94999999999914	108.94999999999914	585.54	1660	2625	967	4005	82012
140	116.23999999999931	116.23999999999931	617.65	1696	2682	988	4092	85112
143	124.17000000000012	124.17000000000012	654.94	1732	2739	1009	4179	88400
146	133.01000000000067	133.01000000000067	692.05	1768	2796	1030	4266	91632
149	140.90000000000012	140.90000000000012	729.23	1804	2853	1051	4353	94896
152	148.8399999999994	148.8399999999994	765.56	1840	2910	1072	4440	98296
155	157.4899999999973	157.4899999999973	803.13	1876	2967	1093	4527	101644
158	167.1099999999973	167.1099999999973	844.10	1912	3024	1114	4614	105184
161	176.9700000000004	176.9700000000004	887.58	1948	3081	1135	4701	108740
164	186.4100000000005	186.4100000000005	931.04	1984	3138	1156	4788	112264
167	196.88999999999996	196.88999999999996	972.43	2020	3195	1177	4875	116040
170	208.00999999999894	208.00999999999894	1022.16	2056	3252	1198	4962	119752
173	218.87999999999752	218.87999999999752	1069.54	2092	3309	1219	5049	123548
176	230.3199999999986	230.3199999999986	1121.08	2128	3366	1240	5136	127500
179	241.74999999999866	241.74999999999866	1169.74	2164	3423	1261	5223	131304
182	253.82999999999706	253.82999999999706	1221.93	2200	3480	1282	5310	135312
185	267.1999999999991	267.1999999999991	1283.69	2236	3537	1303	5397	139352
188	279.0599999999971	279.0599999999971	1330.37	2272	3594	1324	5484	143444
191	291.89999999999577	291.89999999999577	1386.99	2308	3651	1345	5571	147668
194	307.75999999999885	307.75999999999885	1457.23	2344	3708	1366	5658	151800
197	321.5500000000049	321.5500000000049	1515.17	2380	3765	1387	5745	156184
200	335.62000000000796	335.62000000000796	1575.30	2416	3822	1408	5832	160476
203	351.90000000000555	351.90000000000555	1647.92	2452	3879	1429	5919	164896
206	366.65000000000316	366.65000000000316	1709.15	2488	3936	1450	6006	169360
209	381.8300000000001	381.8300000000001	1774.42	2524	3993	1471	6093	173924
212	398.08999999999816	398.08999999999816	1842.14	2560	4050	1492	6180	178572
215	418.05999999999625	418.05999999999625	1932.56	2596	4107	1513	6267	183220
218	433.3499999999918	433.3499999999918	1990.83	2632	4164	1534	6354	187772
221	450.3999999999874	450.3999999999874	2064.29	2668	4221	1555	6441	192468
224	469.96999999999775	469.96999999999775	2144.77	2704	4278	1576	6528	197464
227	483.67000000000303	483.67000000000303	2201.12	2740	4335	1597	6615	202384
230	502.88999999999857	502.88999999999857	2287.31	2776	4392	1618	6702	207344
233	524.739999999993	524.739999999993	2380.13	2812	4449	1639	6789	212232
236	544.3800000000035	544.3800000000035	2462.19	2848	4506	1660	6876	217284
239	567.2300000000116	567.2300000000116	2555.05	2884	4563	1681	6963	222536
242	589.1300000000078	589.1300000000078	2644.91	2920	4620	1702	7050	227800
245	608.9600000000042	608.9600000000042	2735.18	2956	4677	1723	7137	233068
248	631.6100000000076	631.6100000000076	2826.51	2992	4734	1744	7224	238244
