multi,all_ttime,all_ptime,real_time,ag_nnum,ag_enum,path_num,plan_counter,max_mem
5	0	0.922967225429602	0.97	76	116	42	166	10484
8	0	2.1050490465713665	2.16	112	173	63	250	10648
11	0	3.5827960309106857	3.64	148	230	84	334	10916
14	0	5.631797061068937	5.70	184	287	105	418	10960
17	0	8.266566350823268	8.34	220	344	126	502	11180
20	0	11.187016050564125	11.27	256	401	147	586	11272
23	0	14.529237445211038	14.62	292	458	168	670	11424
26	0	18.379790399223566	18.48	328	515	189	754	11672
29	0	22.71544223977253	22.83	364	572	210	838	11756
32	0	27.600055292015895	27.73	400	629	231	922	11836
35	0	33.08238524373155	33.23	436	686	252	1006	12104
38	0	39.197512693703175	39.36	472	743	273	1090	12136
41	0	45.58954496716615	45.77	508	800	294	1174	12468
44	0	52.513805371942	52.71	544	857	315	1258	12492
47	0	60.028726270771585	60.25	580	914	336	1342	12672
50	0	68.33493732847273	68.57	616	971	357	1426	12812
53	0	76.46158897248097	76.72	652	1028	378	1510	13020
56	0	85.55230199254584	85.83	688	1085	399	1594	13092
59	0	95.57830755598843	95.88	724	1142	420	1678	13324
62	0	105.85318602295592	106.20	760	1199	441	1762	13356
65	0	116.89502089563757	117.26	796	1256	462	1846	13416
68	0	127.61188420373946	127.99	832	1313	483	1930	13632
71	0	140.26413398049772	140.67	868	1370	504	2014	13896
74	0	152.28470551618375	152.73	904	1427	525	2098	13740
77	0	165.09507713688072	165.57	940	1484	546	2182	13800
80	0	179.67212533438578	180.19	976	1541	567	2266	13908
83	0	192.30063507158775	192.84	1012	1598	588	2350	14428
86	0	209.35006269149017	209.92	1048	1655	609	2434	14368
89	0	225.8876002022298	226.50	1084	1712	630	2518	14696
92	0	237.66774967079982	238.31	1120	1769	651	2602	14608
95	0	256.6471391192172	257.33	1156	1826	672	2686	14964
98	0	275.4052388430573	276.13	1192	1883	693	2770	15016
101	0	290.358506620978	291.12	1228	1940	714	2854	15072
104	0	311.5206655013608	312.33	1264	1997	735	2938	15168
107	0	330.6252762253862	331.46	1300	2054	756	3022	15504
110	0	351.6101068367716	352.49	1336	2111	777	3106	15336
113	0	373.0868031810969	374.00	1372	2168	798	3190	15624
116	0	394.65687368181534	395.64	1408	2225	819	3274	15780
119	0	414.6097631509183	415.62	1444	2282	840	3358	15776
122	0	438.88261960365344	439.95	1480	2339	861	3442	16008
125	0	461.55206317664124	462.66	1516	2396	882	3526	15940
128	0	487.6035996640567	488.76	1552	2453	903	3610	16260
131	0	512.3662455166923	513.58	1588	2510	924	3694	16468
134	0	538.568203714909	539.83	1624	2567	945	3778	16792
137	0	567.5823967420729	568.88	1660	2624	966	3862	16668
140	0	590.6807577434229	592.04	1696	2681	987	3946	16792
143	0	617.4755544267828	618.91	1732	2738	1008	4030	16936
146	0	654.7878664598102	656.28	1768	2795	1029	4114	17268
149	0	681.8172075240873	683.36	1804	2852	1050	4198	17192
152	0	713.6144855495077	715.23	1840	2909	1071	4282	17464
155	0	742.5906142158201	744.25	1876	2966	1092	4366	17444
158	0	773.314577674726	775.02	1912	3023	1113	4450	17656
161	0	801.1169195352122	802.89	1948	3080	1134	4534	17708
164	0	839.9247916070744	841.75	1984	3137	1155	4618	18136
167	0	871.9722531210864	873.88	2020	3194	1176	4702	17952
170	0	907.5889810252702	909.56	2056	3251	1197	4786	18404
173	0	941.0925685471157	943.13	2092	3308	1218	4870	18420
176	0	986.0952498478582	988.17	2128	3365	1239	4954	18592
179	0	1015.7304597565671	1017.91	2164	3422	1260	5038	18604
182	0	1061.5672398029128	1063.80	2200	3479	1281	5122	18596
185	0	1095.5287637005094	1097.83	2236	3536	1302	5206	18960
188	0	1169.3311964798486	1171.75	2272	3593	1323	5290	18832
191	0	1176.345198788098	1178.79	2308	3650	1344	5374	19184
194	0	1213.057770988904	1215.57	2344	3707	1365	5458	19184
197	0	1260.4122557473602	1263.02	2380	3764	1386	5542	19488
200	0	1301.4222762254067	1304.09	2416	3821	1407	5626	19480
203	0	1353.8969955890207	1356.69	2452	3878	1428	5710	19492
206	0	1388.686675445526	1391.54	2488	3935	1449	5794	19696
209	0	1441.4183193997014	1444.33	2524	3992	1470	5878	19932
212	0	1490.964245635434	1494.01	2560	4049	1491	5962	19956
215	0	1533.291787164053	1536.43	2596	4106	1512	6046	20220
218	0	1583.6611599542666	1586.88	2632	4163	1533	6130	20148
221	0	1625.7838323108153	1629.09	2668	4220	1554	6214	20508
224	0	1684.8810821685474	1688.24	2704	4277	1575	6298	20620
227	0	1736.0857218106976	1739.56	2740	4334	1596	6382	20616
230	0	1809.8720663343556	1813.45	2776	4391	1617	6466	20872
233	0	1851.9191188308178	1855.67	2812	4448	1638	6550	21180
236	0	1932.6725243815454	1936.48	2848	4505	1659	6634	21132
239	0	1943.2210645754822	1947.07	2884	4562	1680	6718	21564
242	0	2013.505862284801	2017.45	2920	4619	1701	6802	21884
245	0	2075.905742693809	2080.00	2956	4676	1722	6886	21864
248	0	2126.3027066466166	2130.44	2992	4733	1743	6970	21880
